,Date,State,Positive_Cases
2164,04/13/2020,Utah,2363.0
2165,04/13/2020,Virginia,5747.0
2166,04/13/2020,Virgin Islands,51.0
2167,04/13/2020,Vermont,748.0
2168,04/13/2020,Washington,10411.0
2169,04/13/2020,Wisconsin,3428.0
2170,04/13/2020,West Virginia,626.0
2171,04/13/2020,Wyoming,275.0
2172,04/14/2020,Alaska,285.0
2173,04/14/2020,Alabama,3876.0
2174,04/14/2020,Arkansas,1480.0
2175,04/14/2020,American Samoa,0.0
2176,04/14/2020,Arizona,3806.0
2177,04/14/2020,California,23338.0
2178,04/14/2020,Colorado,7691.0
2179,04/14/2020,Connecticut,13989.0
2180,04/14/2020,District of Columbia,2058.0
2181,04/14/2020,Delaware,1761.0
2182,04/14/2020,Florida,21367.0
2183,04/14/2020,Georgia,14223.0
2184,04/14/2020,Guam,135.0
2185,04/14/2020,Hawaii,504.0
2186,04/14/2020,Iowa,1899.0
2187,04/14/2020,Idaho,1453.0
2188,04/14/2020,Illinois,23247.0
2189,04/14/2020,Indiana,8527.0
2190,04/14/2020,Kansas,1426.0
2191,04/14/2020,Kentucky,2048.0
2192,04/14/2020,Louisiana,21518.0
2193,04/14/2020,Massachusetts,28163.0
2194,04/14/2020,Maryland,9472.0
2195,04/14/2020,Maine,734.0
2196,04/14/2020,Michigan,27001.0
2197,04/14/2020,Minnesota,1695.0
2198,04/14/2020,Missouri,4686.0
2199,04/14/2020,Northern Mariana Islands,13.0
2200,04/14/2020,Mississippi,3087.0
2201,04/14/2020,Montana,399.0
2202,04/14/2020,North Carolina,5024.0
2203,04/14/2020,North Dakota,341.0
2204,04/14/2020,Nebraska,871.0
2205,04/14/2020,New Hampshire,1020.0
2206,04/14/2020,New Jersey,68824.0
2207,04/14/2020,New Mexico,1345.0
2208,04/14/2020,Nevada,3088.0
2209,04/14/2020,New York,202208.0
2210,04/14/2020,Ohio,7153.0
2211,04/14/2020,Oklahoma,2184.0
2212,04/14/2020,Oregon,1633.0
2213,04/14/2020,Pennsylvania,25345.0
2214,04/14/2020,Puerto Rico,923.0
2215,04/14/2020,Rhode Island,3251.0
2216,04/14/2020,South Carolina,3553.0
2217,04/14/2020,South Dakota,988.0
2218,04/14/2020,Tennessee,5823.0
2219,04/14/2020,Texas,14624.0
2220,04/14/2020,Utah,2412.0
2221,04/14/2020,Virginia,6171.0
2222,04/14/2020,Virgin Islands,51.0
2223,04/14/2020,Vermont,752.0
2224,04/14/2020,Washington,10538.0
2225,04/14/2020,Wisconsin,3555.0
2226,04/14/2020,West Virginia,640.0
2227,04/14/2020,Wyoming,275.0
2228,04/15/2020,Alaska,293.0
2229,04/15/2020,Alabama,4113.0
2230,04/15/2020,Arkansas,1569.0
2231,04/15/2020,American Samoa,0.0
2232,04/15/2020,Arizona,3962.0
2233,04/15/2020,California,24424.0
2234,04/15/2020,Colorado,7941.0
2235,04/15/2020,Connecticut,14755.0
2236,04/15/2020,District of Columbia,2197.0
2237,04/15/2020,Delaware,2014.0
2238,04/15/2020,Florida,22511.0
2239,04/15/2020,Georgia,14987.0
2240,04/15/2020,Guam,135.0
2241,04/15/2020,Hawaii,517.0
2242,04/15/2020,Iowa,1995.0
2243,04/15/2020,Idaho,1464.0
2244,04/15/2020,Illinois,24593.0
2245,04/15/2020,Indiana,8955.0
2246,04/15/2020,Kansas,1494.0
2247,04/15/2020,Kentucky,2210.0
2248,04/15/2020,Louisiana,21951.0
2249,04/15/2020,Massachusetts,29918.0
2250,04/15/2020,Maryland,10032.0
2251,04/15/2020,Maine,770.0
2252,04/15/2020,Michigan,28059.0
2253,04/15/2020,Minnesota,1809.0
2254,04/15/2020,Missouri,4895.0
2255,04/15/2020,Northern Mariana Islands,13.0
2256,04/15/2020,Mississippi,3360.0
2257,04/15/2020,Montana,404.0
2258,04/15/2020,North Carolina,5123.0
2259,04/15/2020,North Dakota,365.0
2260,04/15/2020,Nebraska,901.0
2261,04/15/2020,New Hampshire,1139.0
2262,04/15/2020,New Jersey,71030.0
2263,04/15/2020,New Mexico,1407.0
2264,04/15/2020,Nevada,3211.0
2265,04/15/2020,New York,213779.0
2266,04/15/2020,Ohio,7791.0
2267,04/15/2020,Oklahoma,2263.0
2268,04/15/2020,Oregon,1663.0
2269,04/15/2020,Pennsylvania,26490.0
2270,04/15/2020,Puerto Rico,974.0
2271,04/15/2020,Rhode Island,3529.0
2272,04/15/2020,South Carolina,3656.0
2273,04/15/2020,South Dakota,1168.0
2274,04/15/2020,Tennessee,6079.0
2275,04/15/2020,Texas,15492.0
2276,04/15/2020,Utah,2542.0
2277,04/15/2020,Virginia,6500.0
2278,04/15/2020,Virgin Islands,51.0
2279,04/15/2020,Vermont,759.0
2280,04/15/2020,Washington,10694.0
2281,04/15/2020,Wisconsin,3721.0
2282,04/15/2020,West Virginia,702.0
2283,04/15/2020,Wyoming,287.0
2284,04/16/2020,Alaska,300.0
2285,04/16/2020,Alabama,4345.0
2286,04/16/2020,Arkansas,1620.0
2287,04/16/2020,American Samoa,0.0
2288,04/16/2020,Arizona,4234.0
2289,04/16/2020,California,26182.0
2290,04/16/2020,Colorado,8280.0
2291,04/16/2020,Connecticut,15884.0
2292,04/16/2020,District of Columbia,2350.0
2293,04/16/2020,Delaware,2075.0
2294,04/16/2020,Florida,22897.0
2295,04/16/2020,Georgia,15669.0
2296,04/16/2020,Guam,135.0
2297,04/16/2020,Hawaii,530.0
2298,04/16/2020,Iowa,2141.0
2299,04/16/2020,Idaho,1587.0
2300,04/16/2020,Illinois,25733.0
2301,04/16/2020,Indiana,9542.0
2302,04/16/2020,Kansas,1588.0
2303,04/16/2020,Kentucky,2291.0
2304,04/16/2020,Louisiana,22532.0
2305,04/16/2020,Massachusetts,32181.0
2306,04/16/2020,Maryland,10784.0
2307,04/16/2020,Maine,796.0
2308,04/16/2020,Michigan,29263.0
2309,04/16/2020,Minnesota,1912.0
2310,04/16/2020,Missouri,5111.0
2311,04/16/2020,Northern Mariana Islands,13.0
2312,04/16/2020,Mississippi,3624.0
2313,04/16/2020,Montana,415.0
2314,04/16/2020,North Carolina,5465.0
2315,04/16/2020,North Dakota,393.0
2316,04/16/2020,Nebraska,952.0
2317,04/16/2020,New Hampshire,1139.0
2318,04/16/2020,New Jersey,75317.0
2319,04/16/2020,New Mexico,1484.0
2320,04/16/2020,Nevada,3321.0
2321,04/16/2020,New York,222284.0
2322,04/16/2020,Ohio,8414.0
2323,04/16/2020,Oklahoma,2357.0
2324,04/16/2020,Oregon,1736.0
2325,04/16/2020,Pennsylvania,27735.0
2326,04/16/2020,Puerto Rico,1043.0
2327,04/16/2020,Rhode Island,3838.0
2328,04/16/2020,South Carolina,3656.0
2329,04/16/2020,South Dakota,1311.0
2330,04/16/2020,Tennessee,6262.0
2331,04/16/2020,Texas,16455.0
2332,04/16/2020,Utah,2683.0
2333,04/16/2020,Virginia,6889.0
2334,04/16/2020,Virgin Islands,51.0
2335,04/16/2020,Vermont,768.0
2336,04/16/2020,Washington,10783.0
2337,04/16/2020,Wisconsin,3875.0
2338,04/16/2020,West Virginia,739.0
2339,04/16/2020,Wyoming,296.0
